token,token_count,file_count
uncov,2,2
sevic,4,4
steakhous,155,140
schezuan,2,2
greenblatt,24,19
reeeeedicul,1,1
preliminari,1,1
provalon,1,1
habbit,1,1
awardstri,1,1
garlicmash,1,1
showport,1,1
lingern,1,1
lingeri,3,2
disheson,1,1
lingerd,1,1
meatgasm,1,1
tranditaionl,1,1
maplethem,1,1
eggscaus,1,1
scomfortfood,1,1
kokokmo,3,2
exceptth,1,1
bbqcool,1,1
alfredo,28,25
starscoffe,1,1
teteatet,1,1
tinremind,1,1
verifi,11,11
bryn,2,2
lemonaid,1,1
biscuitsspecialti,1,1
familyown,2,2
infirst,1,1
preparationth,1,1
fishoctopussquid,1,1
theremustbeanextrazerointhebil,1,1
remortgag,1,1
beefyour,1,1
tartuffo,11,10
catchi,4,4
japana,1,1
picounionecho,1,1
itemsugar,1,1
beefsticki,1,1
insult,52,51
marcona,1,1
klug,2,2
wchees,1,1
chicagobabi,1,1
NUMglass,2,2
wrongupd,1,1
marconi,1,1
klum,1,1
cutner,1,1
celebratori,19,19
toexpect,1,1
labrynthin,1,1
everythingand,1,1
partiesther,1,1
koowah,1,1
lobsteryour,1,1
mmmmmmmm,11,11
klub,1,1
coleslow,1,1
familyout,1,1
demean,2,2
greattoo,2,2
outannoy,1,1
busythat,1,1
uncut,2,2
inappropri,17,17
onetotwo,1,1
stickysweet,1,1
vitello,23,19
selectional,1,1
fllled,1,1
finestmi,1,1
extinct,1,1
pointdinn,1,1
tepid,7,7
riceeveryth,3,3
inconveni,63,60
greatdessert,2,2
dishesmi,1,1
upcalifornia,1,1
familyori,2,2
dressedthi,1,1
greattri,1,1
condesend,2,2
copeland,2,1
absenc,11,11
laptop,8,8
pepino,23,21
preparedcrispi,1,1
veggieopt,1,1
piecesa,1,1
absent,17,16
twinkiesdoughnut,1,1
instruct,40,37
berrymor,1,1
creambas,2,2
hailbut,1,1
macaroni,266,217
minnesota,5,5
noncheesi,1,1
notch,335,329
hhave,1,1
prosfood,1,1
panhandl,9,9
vista,15,14
shelfish,1,1
chickenseoul,1,1
starsvalu,3,3
tgiffriday,1,1
weach,1,1
tagno,1,1
himselfjonathan,1,1
complainit,1,1
macaroon,18,17
enriqu,1,1
sayexceed,1,1
ntall,1,1
pointmayb,1,1
nocellphon,1,1
bsas,3,1
alligatorcochondelici,1,1
piecesp,1,1
woodford,1,1
boychik,1,1
steakcoffe,1,1
getyou,1,1
betterbut,1,1
underappreci,1,1
testi,3,3
shrimpdrop,1,1
rowthi,1,1
lethal,3,3
africanbritish,1,1
odanabanana,1,1
porkloin,2,2
sampl,638,573
chicagoch,1,1
jerkylik,2,2
disappointfirst,1,1
ohperfect,1,1
enoteca,6,5
coutur,1,1
periodeven,1,1
dishesth,8,8
underworld,1,1
tacossalsaguacamol,1,1
futil,6,6
chicagoan,70,65
tacosbut,3,3
tastytangi,1,1
reservationonc,1,1
singah,1,1
bestofbre,1,1
partiestheir,1,1
donecrispi,1,1
pâté,8,7
outotown,1,1
veggi,729,639
dinnerdessertth,1,1
endlittl,1,1
seafoodbest,1,1
notdo,2,2
foodeven,2,2
yugoslavian,1,1
therewer,1,1
menuspecif,1,1
vegey,1,1
cucmber,1,1
veget,527,447
hourand,1,1
horizon,4,4
merlot,6,5
conversationif,1,1
frothi,8,8
littleher,1,1
notiv,1,1
NUMlowlight,1,1
sausagedelici,1,1
muchcon,1,1
ciabattawhat,1,1
yourselfservic,1,1
goodatmospher,5,5
soundin,1,1
bravo,27,26
tacoscan,1,1
chicagook,1,1
injudici,1,1
houraft,1,1
rollsaft,1,1
swaggier,1,1
brave,57,57
consistentand,1,1
mmbrule,1,1
tagth,1,1
chicagoon,3,3
finnnnneee,1,1
sharingtyp,1,1
eithersalumi,1,1
cangrejo,2,2
soupfood,1,1
candlecon,1,1
suprNUMgqmnmthen,1,1
chickenoh,3,3
allright,3,3
hhang,1,1
brawn,2,2
midtwenti,8,7
possiblethey,1,1
moderateseri,1,1
brawl,1,1
steakestilo,1,1
saffron,26,22
singer,8,8
righta,1,1
secretth,1,1
peanutesqu,1,1
mintytyp,1,1
pepito,1,1
chicagomi,1,1
nothh,1,1
rightp,1,1
brainchild,1,1
platesskillet,1,1
mouthanoth,1,1
braze,1,1
seediest,1,1
notic,705,649
howeverfind,1,1
notif,2,2
ofthi,1,1
chickenmi,2,2
spicierend,1,1
pepita,4,4
shaggi,2,2
notin,1,1
notit,2,2
angeleno,16,16
gampunge,1,1
okaya,1,1
brasa,6,5
qualityfor,1,1
halfsandwich,5,5
chickenth,12,12
grimac,2,2
conventionaldefinit,1,1
ciara,11,6
outdrink,1,1
jalapenochees,1,1
auctionlik,1,1
byproduct,2,2
okayi,2,2
toofavorit,1,1
midlat,1,1
roshel,1,1
cheffriend,1,1
wimpi,10,9
agreat,2,2
brass,8,8
basketNUM,1,1
barritt,1,1
noton,1,1
chickenso,2,2
rollsizzl,1,1
brash,3,3
houseplenti,1,1
chicagorecommend,2,2
chicagoif,1,1
johyncak,1,1
whatnotmi,1,1
postpartyrecoveri,1,1
epicmi,1,1
vegon,1,1
middleag,5,5
asgoodasitget,1,1
hhago,1,1
rater,1,1
brava,1,1
ungod,9,9
effortther,1,1
boulders,1,1
drawer,4,3
oyth,1,1
crackberri,1,1
hhagg,42,32
protocal,1,1
psthe,2,2
choclatey,1,1
singha,21,21
hhaha,1,1
brisketspul,1,1
oysi,1,1
collegerock,1,1
flavorlang,1,1
winepear,1,1
risotto,320,228
whaaaat,2,2
excellentdrink,1,1
specialoyst,1,1
rollsand,1,1
risotta,2,2
goodsonoran,2,2
curryth,1,1
skillz,2,2
crispNUM,2,2
vaciobecaus,1,1
dumbest,3,3
especiallymost,1,1
tryne,1,1
greatsag,1,1
conversationth,1,1
ewwwwwwwwww,1,1
tryna,2,2
placestheir,1,1
walkedthrough,1,1
rasin,2,2
atmosphereamaz,1,1
perrrfect,1,1
flavorlast,1,1
actionsh,1,1
upfront,24,23
wildtast,1,1
bravobravo,1,1
bowlcrunchi,1,1
vermouth,2,2
NUMminibuddha,1,1
withcost,1,1
agreetaco,1,1
lightlycaramel,1,1
dressingwaddl,1,1
offerdelici,1,1
shishfrufru,1,1
florida,20,20
groupstrendi,1,1
anymoreanyhow,1,1
NUMtinga,1,1
jugoso,1,1
technolog,2,2
gabi,2,2
kidsfre,1,1
perenniallysoft,1,1
gabl,1,1
howevertheir,1,1
upmost,1,1
chartreus,1,1
wonderfuland,2,2
superb,305,296
bitdefinit,1,1
superf,1,1
quicklyambi,1,1
parisian,6,6
superh,1,1
tipwil,1,1
superl,9,9
superr,1,1
ewwmongolian,1,1
tryin,4,4
supers,4,4
pastramiasweknowit,1,1
oyyy,1,1
whitesouthern,1,1
chickenit,3,3
muggier,1,1
samal,1,1
shalimar,1,1
prerehears,1,1
quasidesert,1,1
samba,2,2
untasti,1,1
enraptur,4,4
tgif,1,1
overpric,4,4
darlin,1,1
chickenif,4,4
johnycak,2,1
stellan,1,1
soooooooooooo,3,3
stellar,157,155
dunkin,6,6
wingfanat,2,1
mayoish,1,1
gaga,9,9
fundidtotri,1,1
gage,1,1
gunna,3,3
oomph,11,10
ehhhhhthi,1,1
prosciuttooh,1,1
radisson,1,1
electron,9,9
chachki,1,1
embed,12,12
wellpanza,1,1
outhonest,1,1
piaciuto,1,1
overbearingth,1,1
ember,3,3
fantasticeveryth,1,1
waitinggreat,1,1
gaff,1,1
portilo,3,3
russianso,1,1
stainless,16,16
feelingmi,1,1
readyth,2,2
futur,238,233
shopswhat,1,1
yearsmongolian,1,1
sammi,47,34
moonen,2,2
gaia,1,1
pissedoff,1,1
arrabbiata,2,1
psssh,1,1
portion,4372,3700
porkout,1,1
gain,50,48
pssst,2,2
cracklin,110,91
cracklik,1,1
greatnesssmok,1,1
readyso,1,1
getingetoutwithfood,1,1
excellentchicago,1,1
cornbeef,12,12
shipther,1,1
vegas,1,1
vegat,3,2
raspi,3,3
wowwher,1,1
vegam,1,1
gahh,1,1
vegan,263,186
knowledgeableth,1,1
chipmoist,1,1
followingcheddar,1,1
middleth,1,1
heatersthi,1,1
samoa,2,1
inflat,21,20
grilll,1,1
creamstuf,1,1
gunki,1,1
inflam,1,1
postcal,1,1
costillita,2,1
sushiheaven,2,2
starvenetian,1,1
piggback,2,2
protocol,10,10
fridgeless,1,1
fabulousservic,1,1
enrich,3,3
chedderi,1,1
mooosmoooooooo,1,1
elnino,1,1
gatorad,3,3
stuffingdress,1,1
greatwould,1,1
rightperfect,1,1
tranquil,41,38
chenin,2,2
lakeviewov,1,1
tortilla,341,269
soursweetspici,1,1
ribsmiso,1,1
pierogiesbistro,1,1
drawso,1,1
chickench,1,1
kitchenthat,1,1
cleanfreak,1,1
tacosconsid,1,1
option,1413,1256
game,233,220
kindergarten,4,4
chickenal,3,3
tryst,1,1
loverbyob,1,1
gami,6,6
feelingth,2,2
sagaci,1,1
breakfastbrunchlunchdinn,1,1
tryso,1,1
unsurpris,6,6
tagal,1,1
cashier,167,134
codlobst,2,2
voyait,1,1
okaft,1,1
flavorfulbeef,1,1
lifesafeti,1,1
wowkoi,1,1
gale,6,5
musteatsonvegasstopsth,1,1
cholesterollow,1,1
halibutNUM,1,1
gall,1,1
inflex,5,5
alsoalso,1,1
tryth,2,2
checktoasti,1,1
visit,3380,2867
fishlotus,1,1
gala,2,2
porteño,2,2
workday,3,3
boudain,1,1
toastblu,2,2
venison,8,7
portil,1,1
portio,2,2
cocktailbeauti,1,1
tellavis,1,1
btch,5,5
fiberlici,1,1
awkwardpoor,1,1
expectedaft,1,1
bigey,3,3
gang,17,16
gumbi,1,1
ancestor,5,5
axtraordinari,1,1
salsa,587,427
gumbo,702,490
childern,1,1
shoebox,2,2
nothingp,1,1
canfirst,1,1
moyen,1,1
salso,3,3
blenheim,2,2
ordinarili,3,3
checkbook,1,1
dillig,1,1
bigge,2,2
daiichi,1,1
induuuulg,1,1
virus,1,1
virtu,18,17
wonderfulbartend,1,1
salti,1207,1030
tantalizingthen,1,1
cutmac,1,1
showerNUM,1,1
mysteriousi,1,1
salty,1,1
saltw,1,1
willl,2,2
zucchinni,1,1
willi,57,51
buddhism,1,1
salud,3,3
platon,2,2
wrongthi,3,3
cheesetomato,2,2
biggi,32,31
unfil,1,1
biggg,1,1
friedsear,1,1
buddhist,5,4
unfit,1,1
biggo,1,1
salut,7,7
gape,4,4
brittl,20,19
gasp,24,24
terri,12,7
mercadito,568,376
furnish,11,11
gasx,1,1
downbest,1,1
prefrozen,3,3
margaritaambi,1,1
epidem,1,1
potatopoblano,1,1
gari,8,7
flynn,1,1
ribsdefinit,2,2
bluberrywalnut,1,1
jointkind,1,1
fajita,6,6
phantom,1,1
nosed,3,3
garb,1,1
gard,1,1
salon,6,6
mexicanstyl,5,4
geoduck,3,2
celebritysign,1,1
ofsad,1,1
gauc,17,14
gaug,15,15
costoletta,1,1
bthe,5,3
lipidinduc,1,1
horchataNUM,1,1
gato,7,7
droolssmriti,1,1
cheesewast,1,1
merignu,2,1
crispnext,1,1
brookfield,1,1
ambiancecom,1,1
wpumpernickel,1,1
gate,20,20
wowliv,1,1
seatingwait,2,2
yumstart,1,1
dehydr,9,9
grigiot,1,1
porkbelli,13,10
speechless,37,35
ambiancecon,1,1
noshi,2,2
mercadiot,1,1
saidtuna,1,1
dawggreat,1,1
portag,7,6
gawd,17,17
starsNUM,4,4
portal,3,2
bathroom,418,347
gawk,19,19
trydo,1,1
platew,1,1
onyeah,1,1
plater,4,3
plates,3,3
empanadaswild,1,1
moneyand,1,1
fascin,20,20
extramov,1,1
bltbread,1,1
advisori,1,1
gave,1340,1253
vsNUM,1,1
flavorprofil,1,1
doormi,1,1
flavorplus,1,1
perfectiondrink,1,1
nosey,1,1
sienna,2,2
chandilerw,1,1
beforesid,1,1
doucheoisi,1,1
believ,1047,999
triniti,5,5
openlyverb,1,1
vealcucumb,1,1
moneyapp,1,1
sauceless,2,2
belief,24,24
karoak,2,2
phoniest,1,1
thereasparagus,1,1
meeeee,2,2
knew,915,846
clamsth,2,2
towelett,4,4
knee,25,25
tacosbbq,1,1
wilti,3,3
versaill,1,1
slender,3,3
chalkboard,19,19
conscious,32,32
treatthey,1,1
extraordinarili,17,17
cashish,1,1
foodchili,2,2
vegetariansvegan,1,1
complainhav,1,1
bagellik,1,1
salva,1,1
thas,1,1
lemondad,1,1
sidelin,1,1
selfhatr,1,1
NUMxNUMxNUM,1,1
casserol,91,71
thaw,6,6
toNUM,1,1
succotash,2,2
riskier,1,1
porter,6,6
rowusu,1,1
reservo,1,1
oregonian,1,1
skinni,72,66
thai,3007,1358
doorit,1,1
reservt,1,1
caloriecheck,1,1
flyer,4,4
gaza,1,1
legaci,4,4
nieghborhood,1,1
gaze,12,12
amazingget,1,1
genfinish,1,1
tryat,1,1
winnernon,1,1
sundown,3,3
portiyo,2,2
doorif,2,2
wickerparkbucktown,1,1
hardchicken,1,1
fedexkatella,1,1
barebon,2,2
creamychili,1,1
bunyans,1,1
nicknamethi,1,1
reserva,1,1
sandwichcheck,1,1
spotdowntown,1,1
influx,7,7
indiealtern,1,1
furioushow,1,1
octopusand,1,1
affogato,19,14
rentacar,1,1
cousin,205,153
dominickssafeway,1,1
additionour,1,1
goodround,1,1
whaaaaa,1,1
disaffect,1,1
lobsterricotta,1,1
amyou,1,1
solitari,1,1
knit,5,4
bigboy,1,1
darthvad,1,1
salad,3630,2613
psychedel,4,4
dismantil,1,1
dillyd,3,3
thinggygreatwild,1,1
thew,1,1
salav,2,2
xtra,1,1
ther,5,5
brand,46,46
pepperoniandouill,1,1
skimpi,36,36
theo,7,2
thep,1,1
pickmeup,4,4
ketchupshort,1,1
destruct,3,3
dealand,1,1
viral,3,3
dishdessertcri,1,1
starvingloc,1,1
belini,2,2
hostshostess,2,2
pastarigatoni,1,1
sameday,1,1
doorth,3,3
localumnot,1,1
orderand,1,1
unqualifi,2,2
cochondish,1,1
email,58,44
amazingggi,1,1
saladitalian,2,2
sensual,8,7
underpaideasili,1,1
rarer,4,4
righteous,7,7
amazingggg,2,2
hugif,1,1
alcoholgreat,1,1
norma,1,1
goodredbean,1,1
ozzi,3,2
shrimpveri,1,1
sorbetchocol,1,1
vealbeef,1,1
carddin,1,1
buttermild,1,1
btwn,1,1
chicagoth,2,2
doorsa,1,1
buttermilk,120,103
peepsgreat,1,1
porkpig,1,1
btwi,1,1
norri,2,1
foodwhat,1,1
chicagoso,1,1
outoftown,128,125
sauceNUM,6,6
chitowni,1,1
wellcutth,1,1
chicagosl,1,1
weirdgrist,1,1
barsorri,1,1
gumboalright,1,1
foodtrail,1,1
carbanara,1,1
proprietress,1,1
thir,1,1
ourselvesthen,1,1
chiropractor,1,1
frosti,8,8
thin,442,417
undeserv,2,2
brake,2,2
bagellox,1,1
unequ,1,1
sangriaal,1,1
know,5438,4409
tweaker,1,1
orderedfrench,1,1
knot,2,2
homemadethey,1,1
mcsushi,1,1
tacoscashonlynic,1,1
exboyfriend,1,1
uneth,4,3
bbqing,2,2
sandwichwhat,1,1
oysteronsteroidsish,1,1
bellhop,2,1
creationi,1,1
imprint,4,3
spatter,1,1
bigso,1,1
muenst,1,1
huger,1,1
doucheri,1,1
patisseri,2,2
advertisementour,1,1
megatasti,1,1
jyfmi,1,1
knwoledg,1,1
boooofood,1,1
bigth,1,1
slight,863,792
veeri,1,1
stemless,1,1
hugea,1,1
hugee,3,3
outofthisworldthi,1,1
btye,1,1
foodbizarr,1,1
ricebroccoli,1,1
waiterwaitress,14,14
gummi,13,13
sinksoap,1,1
vniNUMy…,1,1
datesgood,1,1
ridiculousso,1,1
cutler,2,2
salin,4,4
thnx,2,2
saliv,87,85
braff,1,1
beyonc,2,2
rhineland,3,3
fussi,12,12
sweetbread,50,41
cutlet,12,11
beyong,2,2
lobstercrab,1,1
restaurantthen,2,2
toastbut,1,1
bartenderserv,8,7
desicion,1,1
firstthey,1,1
petersburg,5,5
unconsci,3,3
plucker,1,1
restaurantthey,2,2
toodrink,2,2
graffitiedup,1,1
texturestast,1,1
sweetinclud,1,1
mcconaughey,2,2
unfaz,2,2
hollaindais,2,2
peoplewith,1,1
north,706,623
musiceveryth,1,1
crazymasksexparti,1,1
herbivor,3,3
nogreat,1,1
pemasquid,1,1
salli,8,8
brais,418,354
thor,1,1
thom,6,6
emaan,1,1
thok,1,1
thesweet,1,1
goodespeci,1,1
brain,47,44
roogahla,1,1
sausagetatersbacon,1,1
diasporaand,1,1
vantag,1,1
mariachi,2,2
braid,3,2
wilco,1,1
ridiculouson,2,2
courti,1,1
trancelik,1,1
chemic,12,12
thod,1,1
comeasyouar,2,2
yummmmmyyyyyyyyjust,1,1
werewolf,4,3
salem,18,17
hourbut,1,1
thro,1,1
eucalyptus,2,2
fremont,3,3
sauceleav,1,1
chiraishi,2,2
barrier,10,10
alaskafirst,1,1
barbecuedsmok,1,1
lessthanbusi,1,1
agress,3,3
portug,1,1
belisl,1,1
awaybeef,1,1
rollsbut,1,1
brace,7,7
restaurantthat,2,2
ballsfri,1,1
lockstep,1,1
amazingwish,1,1
ownersbounc,1,1
appreciationa,1,1
alsonot,1,1
bigit,1,1
yingNUM,1,1
sashimichirashi,1,1
bradi,6,6
caughtmi,1,1
bfwhere,1,1
extranic,1,1
buco,4,2
ancestri,2,2
buck,576,524
feebli,1,1
buch,3,2
jubileepretti,1,1
outstandingwhich,1,1
bigcan,1,1
designNUM,1,1
thst,1,1
jangjorim,1,1
giblet,3,3
vegasyou,1,1
groupsservic,1,1
bodycon,1,1
itricotta,1,1
scrimpi,1,1
hNUMo,1,1
thse,1,1
meatexperiment,1,1
orderal,1,1
thsi,3,3
bubb,2,2
platter,761,621
bradshawgorg,1,1
fattyfood,1,1
buen,4,4
strongth,3,3
flapper,5,5
lolgreat,1,1
thur,16,16
reluct,36,35
nomthi,1,1
plateeveryth,1,1
thug,4,3
iNUMphotobucketcomalb…,1,1
overmedium,8,8
budg,8,8
licious,2,2
thum,10,9
couchondissapoint,1,1
buda,1,1
chapter,1,1
bbqbonus,1,1
openhand,1,1
cider,38,35
portillosminus,1,1
bugr,1,1
upchargeand,1,1
daikon,8,8
cheesewasabi,1,1
wellkept,1,1
chooseNUM,1,1
cornebread,1,1
spanokopita,2,2
union,41,39
flavorpork,1,1
orderfin,1,1
nachoy,1,1
veini,2,2
buff,7,7
novel,25,25
cuttin,1,1
showweekday,1,1
recommendationfirst,1,1
sworn,10,10
romearanchini,1,1
brunchlov,1,1
taiko,2,2
buis,1,1
reviewlotus,1,1
kobe,371,317
quietth,2,2
kobi,2,2
jumbalya,1,1
rollchicken,2,2
excelent,1,1
sundanceslamd,1,1
buddakanso,1,1
allreadi,2,1
brunchdefinit,1,1
untoast,8,8
quietso,1,1
nemesisorigin,1,1
colesla,1,1
atmostspher,1,1
buddakanth,1,1
ghoulash,1,1
siesta,1,1
obesew,1,1
slimey,3,2
electro,1,1
obsequi,1,1
coolerthanthou,1,1
nappane,2,2
combin,873,799
socialm,1,1
glassesguac,1,1
stuffcon,1,1
baconpork,1,1
tastesnow,1,1
twing,5,4
twine,1,1
novic,18,17
leonardo,1,1
taint,16,16
foodbutch,1,1
norteño,1,1
complaint,658,634
createdth,1,1
treasuretrov,1,1
novio,4,1
ravag,2,2
helpfuland,1,1
serrvic,1,1
placard,2,2
aflowin,2,2
sproutsspici,1,1
cutter,4,4
wrist,4,4
turnedbartend,1,1
overshadow,25,25
castelventrano,1,1
bump,160,151
write,786,745
lebron,1,1
bulg,10,10
writh,1,1
breakfastscrambl,1,1
musical,1,1
bulb,4,4
likebuttah,1,1
whiskeyNUM,1,1
chorrizo,1,1
bulk,5,5
NUMpmportion,1,1
bull,24,24
sausagef,1,1
dagostino,2,1
institutionaccord,1,1
outNUM,6,6
sausagey,1,1
restrict,35,33
managementhav,1,1
ofaverag,1,1
hindenchicago,1,1
instant,140,130
wecom,1,1
potatoesgoodthick,1,1
buoy,1,1
NUMslight,1,1
hoodwink,1,1
yeeeeesss,1,1
alsothi,1,1
raver,3,3
buni,1,1
raven,24,23
cashjun,1,1
oopen,1,1
wahlah,1,1
beeratmospher,1,1
lighteningNUM,1,1
bunz,1,1
kogi,2,1
kaiten,1,1
deepseat,1,1
scallopsamazingservic,1,1
mangertyp,1,1
instanc,46,45
tooservic,3,3
tide,15,14
mcadam,1,1
onlyNUM,2,2
asstast,1,1
dicken,1,1
tidi,4,4
tidg,1,1
bunforti,1,1
loopwarehous,1,1
ramona,1,1
twirl,5,5
anywho,21,21
havehad,1,1
bupk,1,1
reversedvoid,1,1
ritual,12,12
bellysalmonjapanes,1,1
farlong,1,1
tick,18,16
tich,1,1
uniqu,885,819
temptat,13,13
highlyreview,1,1
lorena,2,2
postairport,1,1
dickey,1,1
twist,306,281
mehfestw,1,1
bowlreal,1,1
mackerelNUM,2,2
friedheavi,2,2
spicypanang,1,1
tiff,2,2
burgermoreov,1,1
ecclect,5,5
busk,1,1
bush,7,7
minuspark,1,1
busi,2737,2438
bradshaw,7,7
combat,6,6
buse,15,15
unitl,1,1
scoshh,1,1
tieu,1,1
tier,20,12
loverNUM,1,1
easytotakewithyou,1,1
wonderfuldrunken,1,1
busy,6,6
bust,45,44
bosina,2,2
argentinianstyl,3,3
buss,12,12
burn,186,179
premeal,7,7
choripan,1,1
burk,4,4
peirogi,3,3
buri,18,18
wring,1,1
burg,1,1
kola,3,3
burb,37,35
slidesandwich,1,1
mayosriracha,1,1
unita,1,1
burt,2,1
burp,9,9
stylei,1,1
bldhowev,1,1
cathedr,3,3
stylea,1,1
pepperstartufo,1,1
biscuitey,1,1
oversight,5,5
deepfierd,1,1
eveningten,1,1
musicit,2,2
kona,1,1
beefalaskan,1,1
buti,3,3
kong,11,11
vegasandi,1,1
anywer,1,1
movementth,1,1
pescevegi,1,1
yelpcombizphotossush…yelpcombizphotossush…servic,1,1
butt,85,79
stylew,1,1
yummoveral,1,1
flashytacki,1,1
specialsth,3,3
comath,2,2
noiseyit,1,1
jewshua,1,1
warehouselook,1,1
earlyor,1,1
greatrhod,1,1
yumgreen,1,1
fishunagi,1,1
dessertveri,1,1
overreact,1,1
tragedi,7,7
inhibit,1,1
nycatmospher,1,1
koon,1,1
kool,3,3
webth,1,1
greatyou,2,2
aboutthat,1,1
attend,144,135
foodchicken,3,3
customerstar,1,1
tilt,8,8
forsaken,4,4
kosh,1,1
goodtier,1,1
bringin,1,1
korn,1,1
tile,55,54
attemp,1,1
getsth,1,1
alsowaitstaff,1,1
reimburs,2,2
howincred,1,1
dishwait,1,1
ooopp,1,1
tiki,1,1
notatrociouslypr,1,1
stuffcan,1,1
attent,1599,1536
adject,14,14
prosbest,1,1
scotch,14,13
midjoint,1,1
heavensinc,1,1
tink,1,1
tini,859,767
effort,161,156
bullock,2,2
cathot,1,1
starscongrat,1,1
vodkapass,1,1
tint,4,4
areafood,3,3
cathol,6,6
yumgreat,1,1
stickershoisin,1,1
stronger,32,32
packedaft,1,1
ting,19,19
charicatur,1,1
tine,2,2
tina,2,2
quieter,34,34
ravish,3,3
nosepick,1,1
psure,1,1
stronggg,1,1
saltedsmok,1,1
unopara,1,1
technician,1,1
childless,1,1
calamariszechuan,1,1
koto,1,1
mouthjust,1,1
greenchil,1,1
fartooempti,1,1
ooooh,8,8
bartenderalso,1,1
time,15083,10340
buzz,183,177
pastortaco,1,1
ooooo,2,2
unmeltedsepar,1,1
shiiiiiiiiiiit,1,1
rudeNUMnd,1,1
shaman,1,1
tipw,1,1
omlett,18,15
outstretch,1,1
agocunt,1,1
tipa,2,2
sociabl,6,6
herwel,1,1
unifi,2,2
byobhaha,1,1
tipi,1,1
mizutani,1,1
recordlookingthingi,1,1
swoop,9,9
amazingfor,1,1
agianhmmmmmyeah,1,1
valuewis,2,2
swoon,11,11
heloooooooooi,1,1
orderfor,1,1
freshboth,1,1
lovecarnita,1,1
unpleasanttextur,1,1
perfectdessert,1,1
woweat,1,1
loreal,1,1
dumplingspotato,4,4
baggood,1,1
creamyrich,1,1
stubborn,7,7
tourisi,2,2
tourism,1,1
incestu,1,1
tourist,563,500
maryjan,1,1
daytimeth,1,1
tira,1,1
warmerreddish,1,1
creamifi,1,1
taiit,1,1
attest,31,31
tire,148,138
hamburg,153,131
softthin,1,1
creamier,16,16
delishbrisket,1,1
shambl,1,1
sword,9,8
swore,16,16
waitresswait,5,5
trinket,1,1
beganwhat,1,1
tito,1,1
forkglaz,1,1
hubster,6,4
reviewobject,1,1
callalthough,1,1
onceov,1,1
minutesand,2,2
biscuitwel,1,1
playwright,1,1
merisa,3,1
inspir,118,114
titl,38,36
vegasthi,1,1
nontourist,1,1
inspit,3,3
hushpuppi,6,4
headwa,1,1
tith,1,1
nonauthent,4,4
tastingth,4,4
rampag,1,1
dishwash,6,6
toothpick,13,13
twice,840,802
counteract,6,6
turkeychicken,1,1
gotservic,1,1
styliz,3,2
stipend,1,1
amazingfri,1,1
point,1659,1459
tivo,1,1
yattedo,1,1
poind,1,1
mealpro,1,1
rueben,41,34
comaon,1,1
hubbard,6,6
grownup,2,2
lightspe,1,1
woodroast,4,4
itedit,1,1
glump,1,1
margueritha,1,1
waitingatmospher,1,1
thepublicanrestaurantco…,1,1
butterdrench,1,1
saladwa,1,1
huffiest,1,1
killer,148,144
miniatur,22,22
btwignor,1,1
teaafter,1,1
thusat,1,1
coulter,1,1
melonbal,1,1
fooddrinkscheck,1,1
kunamoto,1,1
doberg,2,2
headin,1,1
likedislik,1,1
biiig,1,1
leftvov,1,1
drivetaxi,1,1
headit,1,1
bbqone,1,1
mascot,1,1
shanna,1,1
opportunist,1,1
snapperwarm,1,1
sweatshirt,2,2
bourgogn,1,1
reviewmuch,1,1
uptopar,1,1
goodbacon,2,2
swoonbut,1,1
desserta,2,2
definiet,3,3
cornmealcrust,1,1
winkl,4,4
bartendermixologist,1,1
sonoron,2,2
aioli,250,217
photosi,1,1
headoh,1,1
scotti,1,1
thisthey,2,2
spareribschar,1,1
datesgirl,1,1
packedbut,1,1
claustraphob,2,2
surlier,1,1
cakestyl,1,1
slingi,1,1
chorizoey,2,2
recommed,1,1
hungryhungryhindencomNUM,1,1
tastelessthi,1,1
edibl,91,86
softballs,1,1
damnalso,1,1
americanitalian,2,2
lettuceblu,1,1
bloodi,390,328
santa,42,40
adamam,1,1
burban,1,1
biscuitth,1,1
hadedamam,1,1
tacoshad,3,3
rouxdelici,1,1
bloodr,1,1
homestyledepend,1,1
vinigari,1,1
santo,46,38
biscuitsmac,1,1
overpork,1,1
outward,7,7
restaurantterr,1,1
eatwel,2,2
tacoshav,2,2
gingersweet,1,1
vittl,4,4
recommen,5,5
unhip,1,1
egghollandais,2,2
nough,3,3
sleazi,2,2
togetherveri,1,1
nonovercook,1,1
muscular,2,2
tunaavocado,1,1
skedaddl,1,1
brisketlov,1,1
saladof,1,1
compactwil,1,1
pancakebanana,1,1
chilledout,1,1
definint,1,1
shanti,1,1
mediterrean,1,1
frenchish,1,1
lockjaw,1,1
fanfreakintast,2,2
apprec,1,1
daypitch,1,1
largesid,1,1
inspur,1,1
betterfan,1,1
snuff,3,3
saladon,1,1
ahhhhhhhh,2,2
benjamina,1,1
gluey,3,3
chiffon,1,1
reddish,2,2
dogwith,1,1
spatzel,2,2
deliver,1,1
NUMcochon,2,1
chorizoit,1,1
gimigniano,1,1
snugg,2,2
buoyant,1,1
orochon,1,1
norcal,14,11
pigthem,1,1
coconutbas,1,1
okbut,3,3
rservatiion,1,1
ricottadelici,1,1
campeglia,1,1
aiola,4,2
reallllli,6,6
locovor,1,1
stuart,1,1
racuous,1,1
slinki,1,1
tomatofour,1,1
craftth,1,1
comiclik,1,1
nontheless,3,3
unsuspect,6,6
ooohh,2,2
handinhand,2,2
hollyweird,2,2
drawnout,2,2
